,Week5_Covid,Week4_Covid,Week3_Covid,Week5_Mobility,Week4_Mobility,Week3_Mobility,Week2_Mobility,Days_passed,Duration,Class_label,Start_date,End_date
0,4,2,2,3,3,2,3,77,84,2,2020-05-04,2020-07-27
1,3,3,1,1,2,3,4,112,7,2,2020-06-08,2020-06-15
2,3,1,2,1,4,2,3,154,21,2,2020-07-20,2020-08-10
3,2,3,1,3,4,1,4,245,63,2,2020-10-19,2020-12-21
4,2,1,2,3,3,1,2,154,42,2,2020-07-20,2020-08-31
5,4,2,1,4,1,4,3,259,133,2,2020-11-02,2021-03-15
6,4,3,1,4,3,2,3,175,126,2,2020-08-10,2020-12-14
7,1,1,3,3,2,2,3,42,126,2,2020-03-30,2020-08-03
8,4,3,2,4,1,3,3,224,98,2,2020-09-28,2021-01-04
9,4,1,1,1,2,2,4,77,126,2,2020-05-04,2020-09-07
10,4,1,3,4,1,2,3,413,7,3,2021-04-05,2021-04-12
11,3,1,2,1,3,3,3,84,14,2,2020-05-11,2020-05-25
12,1,2,2,3,2,1,4,105,63,2,2020-06-01,2020-08-03
13,1,4,1,2,1,3,3,189,105,2,2020-08-24,2020-12-07
14,4,1,1,3,2,2,3,322,77,2,2021-01-04,2021-03-22
15,1,1,1,4,4,1,4,336,56,2,2021-01-18,2021-03-15
16,1,3,2,2,2,1,4,434,28,2,2021-04-26,2021-05-24
17,3,2,1,1,2,2,2,175,77,2,2020-08-10,2020-10-26
18,4,1,1,3,1,4,3,203,77,2,2020-09-07,2020-11-23
19,4,1,3,1,3,2,4,175,147,3,2020-08-10,2021-01-04
20,1,4,2,2,3,3,2,441,7,2,2021-05-03,2021-05-10
21,3,1,3,1,2,2,4,168,91,1,2020-08-03,2020-11-02
22,3,1,2,3,1,2,3,182,56,2,2020-08-17,2020-10-12
23,1,2,2,3,3,3,2,441,98,2,2021-05-03,2021-08-09
24,1,1,2,2,1,2,4,245,49,2,2020-10-19,2020-12-07
25,4,2,2,1,3,2,4,77,21,2,2020-05-04,2020-05-25
26,3,3,2,4,3,2,4,364,77,2,2021-02-15,2021-05-03
27,4,3,1,3,3,1,3,91,7,2,2020-05-18,2020-05-25
28,4,4,1,3,3,3,4,413,105,2,2021-04-05,2021-07-19
29,3,4,1,4,3,2,3,280,119,2,2020-11-23,2021-03-22
30,3,3,2,4,2,4,3,259,56,2,2020-11-02,2020-12-28
31,4,1,1,3,2,3,3,357,14,2,2021-02-08,2021-02-22
32,1,3,3,3,3,1,3,154,112,2,2020-07-20,2020-11-09
33,1,1,4,3,2,2,3,112,21,2,2020-06-08,2020-06-29
34,3,2,1,3,2,1,3,364,140,2,2021-02-15,2021-07-05
35,4,1,1,1,2,3,3,420,140,2,2021-04-12,2021-08-30
36,4,1,3,3,2,2,3,245,56,2,2020-10-19,2020-12-14
